wall_time,repeat_idx,direction,interp_idx,flexiv_x,flexiv_y,flexiv_z,flexiv_rw,flexiv_rx,flexiv_ry,flexiv_rz,slam_host_ts,slam_edge_ts,slam_confidence,slam_x,slam_y,slam_z,slam_roll,slam_pitch,slam_yaw,slam_qw,slam_qx,slam_qy,slam_qz
1766052447.6339848,0,+X,1,0.35839810967445374,-0.0009113936685025692,0.3002890348434448,0.0016259633703157306,-7.010303306742571e-06,0.9999983310699463,0.0008259841706603765,7468.7916239999995,6764812758,0.75,0.005692027974873781,-0.00036791310412809253,-0.003484533866867423,-1.5615707635879517,-2.6399924755096436,1.5674856901168823,-0.6095001101493835,-0.3640797436237335,-0.35846102237701416,0.606185793876648
1766052447.9348269,0,+X,2,0.36852598190307617,-0.000832978927064687,0.3002620339393616,0.0014746199594810605,6.107393346610479e-06,0.9999986290931702,0.000776887871325016,7469.09362,6765114759,0.68,0.011772925034165382,0.0002169985673390329,-0.0076673878356814384,-1.5614629983901978,-2.3519599437713623,1.2794392108917236,-0.6086403727531433,-0.36447587609291077,-0.3580731749534607,0.6070402264595032
1766052448.2360902,0,+X,3,0.378511518239975,-0.0008153311209753156,0.3001866936683655,0.0015704856486991048,7.905350685177837e-06,0.9999984502792358,0.0007672171341255307,7469.393607999999,6765414747,0.65,0.022706488147377968,-0.000308536778902635,-0.013923875987529755,-1.5617927312850952,-2.4543628692626953,1.381784439086914,-0.6089137196540833,-0.36428552865982056,-0.3582991361618042,0.6067469716072083
1766052448.5372488,0,+X,4,0.3885236084461212,-0.0008172142552211881,0.30017516016960144,0.0015047031920403242,2.6175089260505047e-06,0.9999985694885254,0.0007592258043587208,7469.6956119999995,6765716748,0.65,0.03247509524226189,-0.00035336651490069926,-0.0199825968593359,-1.5612870454788208,-2.6741867065429688,1.6021322011947632,-0.6097310185432434,-0.36396798491477966,-0.3582974374294281,0.6061174273490906
1766052448.8387043,0,+X,5,0.39848238229751587,-0.0008698079036548734,0.3001866936683655,0.0016192829934880137,-1.6776717529864982e-05,0.9999983310699463,0.0008260778849944472,7469.99755,6766018685,1.0,0.03965716063976288,-0.0007119729416444898,-0.023798497393727303,-1.5603086948394775,-2.531855344772339,1.459536075592041,-0.6094034910202026,-0.36459043622016907,-0.35783401131629944,0.6063464879989624
1766052449.1402361,0,+X,6,0.4085068106651306,-0.0008189193904399872,0.3001999855041504,0.0015493801329284906,1.0580159141682088e-05,0.9999985098838806,0.0007862919010221958,7470.299526,6766320663,1.0,0.04655292630195618,-0.00025676790392026305,-0.02942030131816864,-1.5591988563537598,-2.38910174369812,1.316451072692871,-0.608954131603241,-0.36525028944015503,-0.35737353563308716,0.6066722869873047
1766052449.4416611,0,+X,7,0.41851574182510376,-0.0008090204792097211,0.30015504360198975,0.001551438239403069,-1.4484782695944887e-05,0.9999984502792358,0.0008055532234720886,7470.5996669999995,6766620813,1.0,0.05750332772731781,-0.0007112522143870592,-0.034912850707769394,-1.5594124794006348,-2.511702537536621,1.4391415119171143,-0.609414279460907,-0.3649846017360687,-0.35758504271507263,0.6062453389167786
1766052449.7428894,0,+X,8,0.42856812477111816,-0.0007926501566544175,0.3001437187194824,0.0014730732655152678,3.4776901884470135e-05,0.9999986290931702,0.0007802252657711506,7470.901680999999,6766922831,1.0,0.06575684994459152,-0.0008177522686310112,-0.039772260934114456,-1.5595784187316895,-2.576165199279785,1.5041486024856567,-0.6097223162651062,-0.3646567463874817,-0.35758233070373535,0.6061344742774963
1766052450.0442219,0,+X,9,0.4386419355869293,-0.000721184944268316,0.30014896392822266,0.001389844692312181,9.141035661741626e-06,0.9999987483024597,0.0007681373972445726,7471.201752999999,6767222909,1.0,0.0755956768989563,-0.0009356177761219442,-0.0445232018828392,-1.5598706007003784,-2.651430130004883,1.5789226293563843,-0.6098406910896301,-0.36457350850105286,-0.3579646348953247,0.605839729309082
1766052450.345525,0,+X,10,0.4487222135066986,-0.0007512459997087717,0.3000916540622711,0.0013603784609586,9.021365258377045e-06,0.9999987483024597,0.0008140787831507623,7471.50353,6767524690,1.0,0.08390743285417557,-0.001064644893631339,-0.04953111335635185,-1.5597788095474243,-2.657327890396118,1.5847580432891846,-0.609865665435791,-0.36460813879966736,-0.3579675555229187,0.6057920455932617
1766052450.3957071,0,+X,10,0.44946300983428955,-0.000129749154439196,0.3001786768436432,0.0005541738355532289,6.193431909196079e-05,0.9999998211860657,0.00018986953364219517,7471.553531,6767574697,1.0,0.08522075414657593,-0.0007695270469412208,-0.049006637185811996,-1.5610957145690918,-2.8176019191741943,1.7449712753295898,-0.6100567579269409,-0.36390742659568787,-0.3587077856063843,0.6055830717086792
1766052450.445851,0,+X,10,0.4499301016330719,0.00015982658078428358,0.30013394355773926,4.562833419186063e-05,8.288824028568342e-05,1.0,4.258147964719683e-05,7471.603532,6767624698,1.0,0.08596677333116531,-0.0008751793066039681,-0.04899989813566208,-1.5611594915390015,-2.931100368499756,1.8586760759353638,-0.6103578805923462,-0.36355918645858765,-0.358930766582489,0.6053566932678223
1766052450.4959946,0,+X,10,0.45017296075820923,0.0001626336161280051,0.30009013414382935,-0.00014751010166946799,7.584955164929852e-05,1.0,-7.507017016905593e-06,7471.653525,6767674691,1.0,0.08614342659711838,-0.0012147565139457583,-0.04938092455267906,-1.5611728429794312,-2.967214822769165,1.8948992490768433,-0.6104559898376465,-0.3634311258792877,-0.3589927554130554,0.605297863483429
1766052450.5461283,0,+X,10,0.4502061605453491,0.0001533610193291679,0.30006271600723267,-0.00017023997497744858,6.712668982800096e-05,1.0,4.021813310828293e-06,7471.705529,6767726695,1.0,0.08576487749814987,-0.001516904914751649,-0.0495159737765789,-1.5612025260925293,-2.934680938720703,1.8623853921890259,-0.6103783845901489,-0.3635006248950958,-0.35891109704971313,0.6053828001022339
1766052450.5963295,0,+X,10,0.45016103982925415,0.0001447691465727985,0.3000722825527191,-0.0001306352933170274,5.754786616307683e-05,1.0,-3.918907623301493e-06,7471.755529999999,6767776700,1.0,0.08524805307388306,-0.0015099708689376712,-0.049391090869903564,-1.5613199472427368,-2.8943655490875244,1.8220503330230713,-0.6102510690689087,-0.3635762333869934,-0.35884764790534973,0.6055033802986145
1766052450.6465244,0,+X,10,0.4500943720340729,0.000144433302921243,0.3000895082950592,-8.398616046179086e-05,6.833513180026785e-05,1.0,-1.0988027270286693e-06,7471.805528999999,6767826699,1.0,0.08483228087425232,-0.0013267655158415437,-0.04921874776482582,-1.561356544494629,-2.8513400554656982,1.7790098190307617,-0.6101357340812683,-0.36367127299308777,-0.3587617874145508,0.6056133508682251
1766052450.6967125,0,+X,10,0.4500526487827301,0.00012838093971367925,0.3000977635383606,-4.6830871724523604e-05,6.843244045739993e-05,1.0,9.865166248346213e-06,7471.855525999999,6767876696,1.0,0.0846279039978981,-0.001148052979260683,-0.049166444689035416,-1.5614302158355713,-2.8259177207946777,1.7535570859909058,-0.6100500226020813,-0.3637177050113678,-0.35873398184776306,0.6056883335113525
1766052450.746884,0,+X,10,0.45003634691238403,0.00010565824049990624,0.3000960648059845,-3.153526267851703e-05,6.804504664614797e-05,1.0,2.002624751185067e-05,7471.905527,6767926698,1.0,0.08466055244207382,-0.0010292232036590576,-0.04918665438890457,-1.5614242553710938,-2.8032193183898926,1.7307723760604858,-0.6099785566329956,-0.3637944757938385,-0.3587096631526947,0.6057285666465759
1766052450.797045,0,+X,10,0.4500254988670349,9.48446977417916e-05,0.3000902831554413,-2.4180219043046236e-05,6.992911221459508e-05,1.0,2.5596347768441774e-05,7471.955526,6767976703,1.0,0.08482132107019424,-0.000979664153419435,-0.0491524338722229,-1.5614185333251953,-2.797469139099121,1.7249597311019897,-0.6099538207054138,-0.36382725834846497,-0.3587148189544678,0.6057307124137878
1766052450.8472126,0,+X,10,0.4500139057636261,9.362734272144735e-05,0.3000955283641815,-1.692892146820668e-05,6.263759132707492e-05,1.0,3.01168820442399e-05,7472.005528,6768026705,1.0,0.08494318276643753,-0.0010210189502686262,-0.04912325739860535,-1.5614724159240723,-2.7873048782348633,1.714730143547058,-0.6099039316177368,-0.3638537526130676,-0.3587281405925751,0.6057571768760681
1766052450.897453,0,+X,10,0.4500041604042053,8.961475396063179e-05,0.30010348558425903,-1.184752272820333e-05,7.053824083413929e-05,1.0,3.123363421764225e-05,7472.055523,6768076700,1.0,0.08501982688903809,-0.001019681105390191,-0.049125541001558304,-1.5616016387939453,-2.7805283069610596,1.7079482078552246,-0.6098572611808777,-0.36383378505706787,-0.3587515950202942,0.6058022975921631
1766052450.9476204,0,+X,10,0.4499981999397278,8.588276978116482e-05,0.30010786652565,-3.7907209389231866e-06,6.794017099309713e-05,1.0,3.509322050376795e-05,7472.105525,6768126702,1.0,0.0850353091955185,-0.0009244516841135919,-0.049168869853019714,-1.5615524053573608,-2.7745301723480225,1.7019017934799194,-0.6098438501358032,-0.363874226808548,-0.3587403893470764,0.6057981252670288
1766052450.9977674,0,+X,10,0.4499928653240204,7.758229185128585e-05,0.30010849237442017,8.900696570890432e-07,6.27505432930775e-05,1.0,4.171426553511992e-05,7472.155524,6768176706,1.0,0.08504677563905716,-0.0008622638415545225,-0.04923827201128006,-1.5615274906158447,-2.772226333618164,1.699566125869751,-0.6098375916481018,-0.3638954758644104,-0.35873842239379883,0.6057928204536438
1766052451.0478969,0,+X,10,0.4499874711036682,7.00509044690989e-05,0.30010974407196045,1.159697330876952e-05,5.3573690820485353e-05,1.0,4.290756260161288e-05,7472.205524,6768226706,1.0,0.0850641131401062,-0.0008761970675550401,-0.049297161400318146,-1.5615382194519043,-2.7747209072113037,1.7020117044448853,-0.6098327040672302,-0.3639024496078491,-0.35876134037971497,0.6057799458503723
1766052451.0980346,0,+X,10,0.4499795436859131,6.964384374441579e-05,0.30011212825775146,1.355833956040442e-05,5.182310997042805e-05,1.0,5.0228267355123535e-05,7472.255526999999,6768276708,1.0,0.08508028835058212,-0.0008496433729305863,-0.0492669902741909,-1.5615136623382568,-2.77425479888916,1.7015354633331299,-0.6098350286483765,-0.3639132082462311,-0.35875657200813293,0.6057739853858948
1766052451.148184,0,+X,10,0.44997256994247437,6.269219011301175e-05,0.3001134991645813,1.7935151845449582e-05,6.0639053117483854e-05,1.0,4.085512046003714e-05,7472.307524999999,6768328706,1.0,0.0850527286529541,-0.0008181806188076735,-0.0492018461227417,-1.5615887641906738,-2.7739014625549316,1.7011967897415161,-0.6098204851150513,-0.3638886511325836,-0.358772337436676,0.6057940721511841
1766052451.198326,0,+X,10,0.44996678829193115,6.614116136915982e-05,0.30011898279190063,2.0863715690211393e-05,5.817818600917235e-05,1.0,4.885623275185935e-05,7472.357526999999,6768378708,1.0,0.0850125402212143,-0.0008177527342922986,-0.04917971417307854,-1.5615588426589966,-2.77276611328125,1.7000919580459595,-0.6098296046257019,-0.36388999223709106,-0.3587525188922882,0.6057958006858826
1766052451.2484617,0,+X,10,0.44996386766433716,6.1016624385956675e-05,0.30012017488479614,2.8264077627682127e-05,6.948217924218625e-05,1.0,4.802652256330475e-05,7472.407526,6768428708,1.0,0.08502407371997833,-0.000860750034917146,-0.049196526408195496,-1.5616000890731812,-2.7710840702056885,1.6984400749206543,-0.6098218560218811,-0.363872766494751,-0.358751505613327,0.6058145761489868
1766052451.2986019,0,+X,10,0.4499598741531372,5.7826404372463e-05,0.3001183569431305,3.166723399772309e-05,5.3254985687090084e-05,1.0,5.901861368329264e-05,7472.4575239999995,6768478705,1.0,0.08504166454076767,-0.0008848339202813804,-0.04924793168902397,-1.5616413354873657,-2.7735016345977783,1.7008225917816162,-0.6098126769065857,-0.3638671636581421,-0.3587784767150879,0.6058111786842346
1766052451.348739,0,+X,10,0.4499523639678955,4.655660814023577e-05,0.3001197874546051,2.8987624318688177e-05,5.7133704103762284e-05,1.0,4.986006024410017e-05,7472.5075289999995,6768528710,1.0,0.08505596965551376,-0.0008673247066326439,-0.04923694208264351,-1.5617287158966064,-2.7721664905548096,1.6994394063949585,-0.6097816228866577,-0.36386018991470337,-0.35881468653678894,0.6058251857757568
1766052451.3988745,0,+X,10,0.44994860887527466,4.68887847091537e-05,0.30012479424476624,2.9761258701910265e-05,5.8998921304009855e-05,1.0,5.749840784119442e-05,7472.557527999999,6768578713,1.0,0.08511852473020554,-0.0008167853811755776,-0.04916975647211075,-1.5617038011550903,-2.771491289138794,1.6987495422363281,-0.6097826361656189,-0.3638728857040405,-0.3588108420372009,0.6058188080787659
1766052451.449014,0,+X,10,0.4499456584453583,4.5301931095309556e-05,0.3001309037208557,3.367655153851956e-05,5.61889391974546e-05,1.0,5.551206413656473e-05,7472.607529999999,6768628715,1.0,0.08515661954879761,-0.0007327317725867033,-0.049129385501146317,-1.5617767572402954,-2.7702362537384033,1.6974588632583618,-0.6097571849822998,-0.36386600136756897,-0.35883957147598267,0.605831503868103
1766052451.4991424,0,+X,10,0.4499446153640747,4.5481985580408946e-05,0.3001285791397095,3.450112126301974e-05,5.508969843504019e-05,1.0,6.428857886930928e-05,7472.657534999999,6768678720,1.0,0.08518058061599731,-0.0007057964685373008,-0.04916271194815636,-1.5618308782577515,-2.7718088626861572,1.6990259885787964,-0.6097484827041626,-0.3638495206832886,-0.3588593900203705,0.6058385372161865
1766052451.5492697,0,+X,10,0.44994691014289856,3.910138184437528e-05,0.30012473464012146,3.96834293496795e-05,5.952823266852647e-05,1.0,6.510481762234122e-05,7472.707549,6768728735,1.0,0.0851842388510704,-0.0007150020101107657,-0.04919299855828285,-1.5618239641189575,-2.770613193511963,1.6978178024291992,-0.609744668006897,-0.36385759711265564,-0.3588588833808899,0.6058377027511597
